name,strain,date,host,serotype,country
ACE77933,A/swine/Korea/Asan04/2006,2006--,Swine,H1N2,South Korea
ACE81714,A/American wigeon/California/HKWF295/2007,2007-10-31,Avian,H6N5,USA
ACF04706,A/gull/Astrakhan/1818/1998,1998-05-,Avian,H13N6,Russia
ACF25754,A/guinea fowl/NJ/119063-8/2001,2001--,Avian,H7N2,USA
BAF02933,A/duck/Taiwan/4201/99,1999--,Avian,H7N7,Taiwan
ACG59842,A/mallard/Maryland/199/2003,2003--,Avian,H1N1,USA
ACH95465,A/chicken/Jiangsu/nj13/2001,2001--,Avian,H9N2,China
ACJ35220,A/chicken/Xinjiang/XJ75/2007,2007-12-,Avian,H9N2,China
ACL79904,A/swine/Minnesota/07002083/2007,2007--,Swine,H1N1,USA
ACR39187,A/swine/Bakum/IDT1769/2003,2003-03-07,Swine,H3N2,Germany
ACR49182,A/chicken/East Java/UT1006/2003,2003-11-15,Avian,H5N1,Indonesia
ACR56256,A/duck/Taiwan,--,Avian,H7N1,Taiwan
ACR83997,A/swine/Hong Kong/NS1659/2001,2001-12-20,Swine,H1N1,Hong Kong
ACY01410,A/chicken/Iran/RZ28/2008,2008-07-27,Avian,H9N2,Iran
ACY67023,A/swine/Iowa/H03HS5/2003,2003-06-,Swine,H1N1,USA
ACZ48610,A/turkey/Italy/2379/2000,2000--,Avian,H7N1,Italy
ADA71168,A/Novosibirsk/653/2009,2009-03-,Human,H1N1,Russia
ADC45813,A/Kyoto/08K056/2009,2009-01-07,Human,H1N1,Japan
ADC97104,A/sparrow/Guangxi/93/2006,2006-12-19,Avian,H9N2,China
ADE75158,A/mallard/Sweden/41/2002,2002-11-13,Avian,H10N6,Sweden
ADF27376,A/Taiwan/7949/2009,2009-11-23,Human,H1N1,Taiwan
ADG08528,A/swine/Hong Kong/3001/2009,2009-12-17,Swine,H1N1,Hong Kong
ADG21941,A/Thailand/THB0437/2009,2009-07-28,Human,H1N1,Thailand
ADG59092,A/duck/Guangdong/23/2004,2004--,Avian,H5N1,China
ADI48792,A/Boston/129/2009,2009-06-22,Human,H1N1,USA
ADK87287,A/Qingdao/2144/2009,2009-09-17,Human,H3N2,China
ADK87326,A/Qingdao/1346/2009,2009-09-17,Human,H3N2,China
ADK94345,A/California/VRDL352/2009,2009-05-11,Human,H3N2,USA
ADM14775,A/Quito/WR1589N/2009,2009-10-21,Human,H1N1,Ecuador
ADM31868,A/New York/INS432/2010,2010-01-14,Human,H1N1,USA
ADM33213,A/Silver Spring/WRAIRSP510P10/2009,2009-06-18,Human,H1N1,USA
BAJ23231,A/duck/Tsukuba/664/2007,2007--,Avian,H7N7,Japan
BAJ23253,A/chicken/Queretaro/14588-19/1995,1995--,Avian,H5N2,Mexico
ADR51668,A/swine/Italy/191985/2009,2009-08-,Swine,H1N2,Italy
ADT78887,A/Netherlands/001K1/1963,1963--,Human,H2N2,Netherlands
ADV58287,A/chicken/Guangxi/2117/2010,2010-03-15,Avian,H3N8,China
ADW80404,A/green-winged teal/Ohio/196/1999,1999-10-23,Avian,"mixed,H6",USA
ADY72596,A/swine/Hong Kong/823/2006,2006-06-06,Swine,H1N2,Hong Kong
ADY72630,A/swine/Hong Kong/713/2007,2007-05-22,Swine,H1N2,Hong Kong
AEB71265,A/chicken/Shandong/BD/2008,2008-12-,Avian,H9N2,China
AEH42702,A/chicken/Ampenan/BBVD-282/2007,2007--,Avian,H5N1,Indonesia
AEI29895,A/duck/Korea/HP69/2007,2007-11-29,Avian,H3N6,South Korea
AEI60109,A/swine/Argentina/CIP051-A2/2008,2008-11-,Swine,H3N2,Argentina
AEJ36302,A/Sydney/DD3-27/2010,2010-10-19,Human,H1N1,Australia
AEK50661,A/mallard/California/6768/2009,2009-10-25,Avian,H1N1,USA
AEK50903,A/mallard/California/5491/2009,2009-07-23,Avian,H5N2,USA
AEK79819,A/chicken/Viet Nam/TMU009/2008,2008-08-03,Avian,H5N1,Viet Nam
AEK85399,A/Taiwan/99127/2009,2009-10-,Human,H1N1,Taiwan
AEK98402,A/Guangdong/560/2009,2009-06-23,Human,H3N2,China
AEM75476,A/mallard/Illinois/3974/2009,2009-10-17,Avian,H5N2,USA
AEQ72859,A/chicken/Egypt/111AF/2011,2011-01-20,Avian,H5N1,Egypt
AEQ72894,A/chicken/Egypt/1155/2011,2011-03-17,Avian,H5N1,Egypt
AET75224,A/mallard/Alberta/32/1991,1991-08-09,Avian,H3N8,Canada
AET75301,A/pintail/Alberta/105/1991,1991-08-10,Avian,H3N8,Canada
AEZ01071,A/Hangzhou/3/2009,2009-08-,Human,H1N1,China
AEZ01074,A/Hangzhou/1708/2009,2009-10-,Human,H1N1,China
AEZ54197,A/swine/Iowa/A01202693/2011,2011-10-10,Swine,H1N2,USA
AFD32574,A/swine/Indiana/A01049349/2010,2010-12-29,Swine,H3N2,USA
AFD63835,A/England/516/2003,2003-11-20,Human,H3N2,United Kingdom
AFF25542,A/duck/Guangxi/1248/2006,2006-04-,Avian,H6N2,China
AFF26555,A/duck/Shantou/14607/2006,2006-08-,Avian,H6N6,China
AFG98896,A/Port Chalmers/1/1973,1973--,Human,H3N2,New Zealand
AFG99149,A/Netherlands/241/1982,1982-12-01,Human,H3N2,Netherlands
AFJ12484,A/shorebird/Delaware Bay/282/1994,1994-05-22,Avian,"mixed, H2",USA
AFJ19073,A/swine/Minnesota/A01134338/2010,2010-11-17,Swine,H1N1,USA
AFJ78419,A/Malaysia/30025/2004,2004-10-23,Human,H1N1,Malaysia
AFJ78463,A/Malaysia/33166/2005,2005-12-06,Human,H1N1,Malaysia
AFM72312,A/Fujian/445/2003,2003--,Human,H3N2,China
AFM84189,A/chicken/Guangdong/XXW11/2011,2011-11-,Avian,H9N2,China
AFN69199,A/swine/Minnesota/A01203412/2012,2012-04-11,Swine,"mixed,H3",USA
AFO83284,A/chicken/Nepal/5430/2011,2011--,Avian,H9N2,Nepal
AFO83380,A/duck/Guangxi/GXd-1/2009,2009-11-27,Avian,H6N5,China
AFQ90415,A/duck/Cao Bang/43/2007,2007--,Avian,H5N1,Viet Nam
AFQ90448,A/chicken/Ha Tay/44/2007,2007--,Avian,H5N1,Viet Nam
AFR76216,A/swine/England/375017/1993,1993-10-24,Swine,H3N2,United Kingdom
AFR76550,A/swine/Ille et Vilaine/1455/1999,1999--,Swine,H1N1,France
AFU08908,A/swine/Nebraska/A01327276/2012,2012-03-26,Swine,H1N2,USA
AFU09280,A/England/287/2010,2010-12-11,Human,H1N1,United Kingdom
AFV68712,A/chicken/Jalisco/12283/2012,2012-06-22,Avian,H7N3,Mexico
AFY06437,A/American black duck/New Brunswick/02649/2007,2007-09-24,Avian,H3N6,Canada
AFY08092,A/swine/Iowa/A01203904/2012,2012-10-,Swine,H1N1,USA
AGC13472,A/swine/France/59-120031/2012,2012-01-18,Swine,H3N2,France
AGC73450,A/mallard/Ohio/11OS1992/2011,2011-08-12,Avian,H3N8,USA
AGC74249,A/chicken/Shanghai/C1/2012,2012-01-,Avian,H9N2,China
AGE02740,A/mallard/Wisconsin/10OS2900/2010,2010-10-03,Avian,H3N2,USA
AGE09043,A/mallard/California/2571V/2011,2011-08-12,Avian,"mixed,H11",USA
AGE09342,A/mallard/California/3569/2010,2010-12-18,Avian,H1N3,USA
AGG84179,A/Boston/DOA18/2011,2011-01-25,Human,H3N2,USA
AGK41722,A/mallard/Minnesota/AI06-1003/2006,2006--,Avian,H2N5,USA
AGK43438,A/mallard/Minnesota/AI10-2217/2010,2010-08-04,Avian,H12N5,USA
AGK74099,A/Minnesota/16/2010,2010-12-19,Human,H3N2,USA
AGL06643,A/South Carolina/07/2012,2012-02-27,Human,H3N2,USA
AGL07677,A/swine/Minnesota/A01349716/2013,2013-04-04,Swine,H1N2,USA
AGL09786,A/New York/3220/2013,2013-01-14,Human,H3N2,USA
AGL51687,A/swine/Nebraska/A01244578/2013,2013-04-,Swine,H1N1,USA
AGL55858,A/northern pintail/Interior Alaska/9BM10835R0/2009,2009-08-17,Avian,H4N6,USA
AGL56472,A/American green-winged teal/Interior Alaska/10BM07573R0/2010,2010-08-02,Avian,H3N8,USA
AGL57838,A/ruddy turnstone/Delaware/650633/2002,2002-05-23,Avian,H9N9,USA
AGO02705,A/Sao Paulo/28829/2013,2013-04-12,Human,H1N1,Brazil
AGO87123,A/duck/Hunan/S1607/2012,2012-03-24,Avian,H11N9,China
AGQ47835,A/Georgia/JY2/unknown,unknown--,Human,H3N2,Georgia
AGQ81139,A/chicken/Hong Kong/YU551W/2011,2011--,Avian,H9N2,Hong Kong
AGR45138,A/swine/Italy/16959/2011,2011--,Swine,H1N2,Italy
AGT41724,A/swine/Iowa/A01398028/2013,2013-07-16,Swine,H3N2,USA
AGV75660,A/Helsinki/141/2013,2013-01-17,Human,H1N1,Finland
AGW27026,A/Quebec/007/2012,2012-03-19,Human,H1N1,Canada
AGW43288,A/mallard/Iceland/1007/2011,2011-10-14,Avian,H3N6,Iceland
AGW43907,A/black scoter/Maine/276/2011,2011-12-03,Avian,H10N7,USA
AGX00886,A/swine/Illinois/A01291356/2013,2013-08-,Swine,H1N2,USA
AGY14282,A/chicken/Hunan/1/2012,2012-02-01,Avian,H9N2,China
AHB22699,A/swine/North Carolina/SG1462/2004,2004-03-03,Swine,H3N2,USA
AHB23106,A/swine/Arkansas/SG1499/2010,2010-08-11,Swine,H1N1,USA
AHB51484,A/swine/Manitoba/02946/2010,2010-01-20,Swine,H3N2,Canada
AHC28996,A/duck/Guangdong/wy11/2008,2008-06-06,Avian,H5N5,China
AHC62039,A/Peru/PER344/2010,2010-10-26,Human,H3N2,Peru
AHD25220,A/California/NHRC384259/2013,2013-01-08,Human,H3N2,USA
AHE37981,A/New York/3430/2013,2013-03-27,Human,H1N1,USA
AHH00922,A/mallard/San Jiang/275/2007,2007-08-15,Avian,H6N1,China
AHH25383,A/chicken/Egypt/BSU-BS-M33/2012,2012-07-10,Avian,H9N2,Egypt
AHI97159,A/duck/Thailand/CU-12205C/2012,2012-02-08,Avian,H5N8,Thailand
AHL20908,A/chicken/Jiangsu/YZ0657/2012,2012-06-03,Avian,H9N2,China
AHL21531,A/swine/Illinois/A01411380/2014,2014-01-,Swine,H1N2,USA
AHL78590,A/mallard/Sweden/51869/2006,2006-10-22,Avian,"mixed,H3",Sweden
AHL80751,A/Tennessee/F1060/2010,2010-02-18,Human,H1N1,USA
AHL82333,A/gadwall/Mississippi/11OS5840/2011,2011-12-08,Avian,H5N3,USA
AHL82727,A/northern shoveler/Illinois/11OS4404/2011,2011-11-13,Avian,H7N3,USA
AHL89090,A/New York/1009/2006,2006-01-12,Human,H3N2,USA
AHM99290,A/mallard/Wisconsin/415/1981,1981--,Avian,H3N8,USA
AHM99721,A/mallard/Wisconsin/2322/1984,1984--,Avian,H4N6,USA
AHN00214,A/blue-winged teal/Wisconsin/109/1980,1980--,Avian,H3N2,USA
AHN19641,A/swine/Kansas/12-156064/2012,2012-12-,Swine,H1N2,USA
AHY84587,A/Uganda/MUWRP-212/2010,2010-10-22,Human,H1N1,Uganda
AHY95104,A/swine/Minnesota/A01480795/2014,2014-03-31,Swine,H1N1,USA
AHZ43145,A/mallard/Illinois/12OS5080/2012,2012-10-20,Avian,H5N1,USA
AIA61894,A/chicken/Guangdong/CJS01/2013,2013-01-,Avian,H9N2,China
AIA61931,A/chicken/Egypt/1225VL/2012,2012-03-,Avian,H9N2,Egypt
AIA66727,A/swine/Illinois/A01509186/2014,2014-04-15,Swine,H3N2,USA
AID48542,A/swine/Hannover/1/1981,1981--,Swine,H1N1,Germany
AID48406,A/baikal teal/Xianghai/XH-28C/2012,2012-05-15,Avian,H3N1,China
AID70461,A/Ho Chi Minh/552.7/2010,2010-07-15,Human,H3N2,Viet Nam
AIE09494,A/California/34/2013,2013-10-25,Human,H3N2,USA
AIE50526,A/swine/Hong Kong/NS3969/2011,2011-10-20,Swine,H1N2,Hong Kong
AIE51532,A/swine/Hong Kong/NS2798/2010,2010-09-30,Swine,H1N1,Hong Kong
AIJ10889,A/Mumbai/2867/2009,2009-08-31,Human,H1N1,India
BAP28600,A/muscovy duck/Vietnam/LBM631/2014,2014-04-15,Avian,H5N1,Viet Nam
AIL90308,A/swine/South Dakota/A01482388/2014,2014-08-01,Swine,H1N2,USA
AIQ77756,A/swine/North Carolina/A01411902/2014,2014-07-28,Swine,"mixed,H3",USA
AIT16524,A/Quebec/26-041105/2005,2005-11-04,Human,H3N2,Canada
AIT16769,A/Georgia/393/2014,2014-02-14,Human,H3N2,Georgia
AIU46022,A/Bilthoven/2271/1976,1976--,Human,H3N2,Netherlands
AIU46954,A/chicken/Aguascalientes/IA13/2010,2010-04-,Avian,H5N2,Mexico
AIZ70265,A/swine/North Carolina /A01476766/2014,2014-10-20,Swine,H1N2,USA
AJA03882,A/chicken/Jiangsu/K347/2012,2012-04-16,Avian,H9,China
AJA04355,A/chicken/Guangdong/Y297/2012,2012-10-11,Avian,H9,China
AJD12561,A/chicken/Jiangxi/1286/2014,2014-01-05,Avian,"mixed,H9",China
BAQ21392,A/duck/Hokkaido/166/2014,2014-10-03,Avian,H5N2,Japan
AJI76107,A/swine/Guangdong/95/2013,2013-01-15,Swine,H1N1,China
AJJ92183,A/chicken/Shenzhen/967/2013,2013-12-11,Avian,"mixed,H9",China
AJJ92671,A/chicken/Dongguan/3839/2013,2013-12-19,Avian,H9N2,China
AJJ93580,A/chicken/Juxian/3387/2013,2013-10-25,Avian,H9N2,China
AJJ98636,A/duck/Yunan/V286/2012,2012--,Avian,H1N2,China
AJS16157,A/duck/Eastern China/S0908/2014,2014-09-08,Avian,H5N6,China
AJS16880,A/chicken/Guangdong/G2724/2014,2014-08-26,Avian,H9,China
AJS17143,A/chicken/Anhui/A3829/2014,2014-11-10,Avian,H9,China
AJS17245,A/chicken/Guangdong/G3524/2014,2014-11-20,Avian,H9,China
AJS17404,A/chicken/Jiangsu/J3519/2014,2014-11-06,Avian,H9,China
AJS17701,A/chicken/Shanghai/S3570/2014,2014-11-06,Avian,H9,China
AJY79375,A/Bangkok/SI-MI05/2014,2014-01-10,Human,H3N2,Thailand
AKA63457,A/swine/Iowa/A01555529/2015,2015-02-05,Swine,H1N2,USA
AKM14360,A/swine/Missouri/00260/2004,2004--,Swine,H3N2,USA
AKN08632,A/swine/Arkansas/A02077488/2015,2015-05-04,Swine,H1N1,USA
AKT07813,A/swine/North Carolina/A02077953/2015,2015-06-15,Swine,H1N1,USA
ALE31781,A/California/4394/2015,2015-01-11,Human,H3N2,USA
ALE32024,A/Hawaii/4637/2015,2015-01-26,Human,H3N2,USA
ALH27311,A/Ohio/05/2014,2014-09-30,Human,H3N2,USA
ALH31887,A/Texas/88/2014,2014-12-05,Human,H3N2,USA
ALK80586,A/swine/Illinois/A01857433/2015,2015-09-14,Swine,H3N2,USA
ALV71429,A/mallard/Southcentral Alaska/12ML01469/2014,2014-10-24,Avian,"mixed,H5",USA
ALZ43124,A/swine/Manitoba/D0098/2012,2012-09-26,Swine,H3N2,Canada
ALZ43160,A/swine/Manitoba/D0100/2012,2012-10-11,Swine,H3N2,Canada
ALZ43413,A/swine/Manitoba/D0083/2013,2013-02-14,Swine,H3N2,Canada
ALZ46501,A/swine/Alberta/SD0061/2014,2014-12-17,Swine,H1N1,Canada
ALZ46720,A/glaucous-winged gull/Southcentral Alaska/11JR02182/2011,2011-08-15,Avian,"mixed,H13",USA
AMQ30212,A/mallard/Maryland/06OS1236/2006,2006-08-07,Avian,H11N9,USA
AMQ46482,A/mallard/Maryland/11OS3949/2011,2011-01-27,Avian,"mixed,H3",USA
AMU04454,A/swine/Oklahoma/A01732362/2016,2016-02-23,Swine,H1N2,USA
ANE37456,A/swine/Illinois/A01732936/2016,2016-03-05,Swine,H1N2,USA
ANM99914,A/Washington/35/2016,2016-02-05,Human,H3N2,USA
AOE23053,A/swine/Indiana/A01812202/2016,2016-04-24,Swine,H3N2,USA
AOO54733,A/swine/Iowa/A01778108/2016,2016-07-29,Swine,H1N2,USA
AOT88775,A/Idaho/34/2016,2016-06-20,Human,H3N2,USA
AOT89483,A/Texas/158/2016,2016-03-23,Human,H3N2,USA
AOT90334,A/Texas/121/2016,2016-03-20,Human,H3N2,USA
APC60208,A/Qinghai/178/2010,2010-03-15,Human,H3N2,China
BAW94779,A/duck/Japan/AQ-HE72/2015,2015-07-30,Avian,H5N6,Japan
AQW37253,A/California/26/2017,2017-01-31,Human,H3N2,USA
ARG44504,A/reassortant/H9N2:pH1N1_RGpassage7(quail/Hong Kong/G1/1997 x California/04/2009),NON--,Reassortant,H9N2,Hong Kong
ARJ63954,A/swine/Minnesota/A01932423/2017,2017-02-22,Swine,"H3,mixed",USA
ARM59325,A/swine/Missouri/A01667101/2017,2017-03-08,Swine,H1N2,USA
ASB16380,A/Florida/36/2017,2017-04-19,Human,H3N2,USA
ASK09589,A/Shiraz/09/2016,2016-11-13,Human,H3N2,Iran
ATV84628,A/South Australia/24/2014,2014-06-08,Human,H3N2,Australia
ATV87921,A/Darwin/1000/2015,2015-10-08,Human,H3N2,Australia
ATV88987,A/Victoria/548/2016,2016-08-15,Human,H3N2,Australia
AUO37974,A/swine/Illinois/A02136719/2017,2017-11-20,Swine,H3N2,USA
AVR51057,A/Kansas/21/2017,2017-12-20,Human,H3N2,USA
AVZ23187,A/India/1841650/2017,2017-10-18,Human,H3N2,India
AWY94549,A/emperor goose/Alaska/UGAI15-8435/2015,2015-12-14,Avian,H3N7,USA
AXR71643,A/New York/PV00428/2017,2017--,Human,H3N2,USA
AYH65093,A/swine/Illinois/A02257390/2018,2018-09-08,Swine,H3N2,USA
AZS61557,A/swine/Bad Wuennenberg/17298/2013,2013-02-12,Swine,H3N2,Germany
AZS61889,A/swine/Borken/21121/2015,2015-01-07,Swine,H3N2,Germany
AZS61981,A/swine/Dreierwalde/21715/2015,2015-05-13,Swine,H3N2,Germany
AZS63750,A/Florida/96/2018,2018-10-18,Human,H3N2,USA
QBM69681,A/China/55312/2014,2014-05-13,Human,H3N2,China
QBP04649,A/swine/South Dakota/A01785988/2019,2019-02-21,Swine,H3N2,USA
QCL07886,A/swine/Utah/A02245102/2019,2019-04-11,Swine,H3N2,USA
QDX47290,A/Mallard/Idaho/AH0007609S.4.A/2015,2015--,Avian,"mixed,H3",USA
QED13105,A/Basel/USB001429.4/2016,2016-12-23,Human,H3N2,Switzerland
QHI00896,A/grey duck/North-Kazakhstan/5/2018,2018-10-01,Avian,H3N8,Kazakhstan
QJI55549,A/mallard/Maine/ME-Y17-144/2017,2017-08-28,Avian,H3N6,USA
QQD64668,A/Mallard(Anas platyrhynchos)/South Korea/KNU2019-52/2019,2019-10-21,Avian,H3N8,South Korea
QTJ00192,A/swine/North Carolina/KT61071216/2016,2016-07-19,Swine,mixed,USA
QTP72428,A/swine/Iowa/A02525261/2021,2021-03-16,Swine,H3N2,USA
UBY20370,A/swine/Minnesota/A02248198/2021,2021-09-02,Swine,H3N2,USA
UMB33836,A/swine/Pennsylvania/A02636380/2022,2022-01-12,Swine,H3N2,USA
UMZ59378,A/China/201708261954.seq/2017,2017-08-26,Human,H3N2,China
UNO85936,A/swine/Ohio/A02636535/2022,2022-02-23,Swine,H3N2,USA
UOQ23045,A/Viet nam/1134/2013,2013-07-10,Human,H3N2,Viet Nam
UST33964,A/canine/Beijing/1081/2018,2018-12-,Canine,H3N2,China
UYF30554,A/Germany/HD1617_8/2017,2017--,Human,H3N2,Germany
UYM91043,A/swine/Minnesota/A02711864/2022,2022-08-17,Swine,H3N2,USA
UYR34414,A/swine/Iowa/A02750912/2022,2022-09-21,Swine,H3N2,USA
UZR07283,A/Nepal/FLUNP09P-112/2009,2009-06-02,Human,H3N2,Nepal
WAA28123,A/Manila/FLU-AFPA-01112/2014,2014-06-14,Human,H3N2,Philippines
WAA28140,A/Manila/FLU-AFPA-01787/2015,2015-09-15,Human,H3N2,Philippines
WCF71260,A/SWINE/Nebraska/4B-1113-P20/2013,2013--,Swine,H3N2,USA
WCF71283,A/HONG KONG/2277/2017,2017--,Human,H3N2,USA
WES78102,A/New Hampshire/39/2022,2022-12-13,Human,H3N2,USA
WEY24890,A/swine/Ohio/22TOSU3710/2022,2022-08-04,Swine,H3N2,USA
WHU34184,A/environment/Japan/KU-G3/2020,2020-11-16,Environment,H3N8,Japan
CAA78263,A/fowl/Dutch/27,1927--,Avian,H7N7,Netherlands
AAA43154,A/starling/Victoria/1/1985,1985--,Avian,H7N7,Australia
AAA43187,A/Memphis/1/1971,1971--,Human,H3N2,USA
AAA43450,A/guinea/NJ/3070/91 ,1991--,Avian,H2N2,USA
AAA43576,A/mallard/New York/6750/1978,1978--,Avian,H2N2,USA
BAA00720,A/duck/HK/196/1977,1977--,Avian,H1,Hong Kong
AAC54383,A/duck/Heinersdorf/S495/6/86,1986--,Avian,H7N7,Germany
AAD37782,A/goose/Guangdong/1/1996,1996--,Avian,H5N1,China
AAL29710,A/SW/MN/23124-T/01,2001--,Swine,H1N2,USA
AAL29714,A/SW/MN/34893/01,2001--,Swine,H1N2,USA
CAC81018,A/swine/Potsdam/35/82,1982--,Swine,H3N2,Germany
AAO86904,A/avian/NY/118353-1/2001,2001--,Avian,H7N2,USA
AAP47821,A/Sw/ShanDong/1/2003,2003--,Swine,H9N2,China
AAT72505,A/swine/Shandong/2/03,2003--,Swine,H5N1,China
AAU11152,A/chicken/HongKong/FY23/03,2003--,Avian,H9N2,Hong Kong
AAU11155,A/chicken/HongKong/SF1/03,2003--,Avian,H9N2,Hong Kong
AAV68030,A/chicken/Korea/S1/2003,2003--,Avian,H9N2,South Korea
AAX53508,A/chicken/Henan/16/2004,2004--,Avian,H5N1,China
AAX56430,A/New York/49/2003,2003-12-18,Human,H3N2,USA
AAY85533,A/duck/Yangzhou/906/2002,2002--,Avian,H11N2,China
ABA42520,A/New York/433/2000,2000-01-05,Human,H3N2,USA
ABB04928,A/Hong Kong/43/1975,1975--,Human,H3N2,Hong Kong
ABB17714,A/sanderling/New Jersey/766/1986,1986-05-12,Avian,H2N7,USA
ABB19481,A/laughing gull/Delaware Bay/5/2003,2003-05-19,Avian,H9N1,USA
ABB79968,A/Nanchang/58/1993,1993--,Human,H3N2,China
ABB87228,A/mallard/Alberta/294/1977,1977-08-31,Avian,H11N9,Canada
ABB87334,A/shorebird/DE/68/2004,2004-05-17,Avian,H13N9,USA
ABB88033,A/mallard/Alberta/208/2000,2000-08-19,Avian,H10N7,Canada
ABC85875,A/Canterbury/104/2005,2005-06-27,Human,H3N2,New Zealand
ABD15258,A/Denver/1957,1957--,Human,H1N1,USA
ABD15691,A/Canterbury/93/2000,2000-10-16,Human,H3N2,New Zealand
ABD35523,A/chicken/Taiwan/G2/87,1987--,Avian,H6N1,Taiwan
ABD35550,A/duck/Taiwan/A68/03,2003--,Avian,H6N1,Taiwan
ABD59848,A/TW/3355/1997,1997--,Human,H1N1,Taiwan
ABD59851,A/TW/3446/02,2002--,Human,H3N2,Taiwan
ABH09485,A/chicken/Tambov/570-2/05,2005--,Avian,H5N1,Russia
ABI84855,A/mallard duck/New York/170/1982,1982-12-01,Avian,H1N2,USA
ABI84959,A/Japan/305/1957,1957-04-,Human,H2N2,Japan
ABI92995,A/Western Australia/74/2005,2005-07-29,Human,H3N2,Australia
ABJ09511,A/goose/Fujian/bb/2003,2003--,Avian,H5N1,China
ABK13782,A/chicken/Thailand/PC-170/2006,2006--,Avian,H5N1,Thailand
ABL67165,A/Western Australia/49/2003,2003-09-15,Human,H3N2,Australia
BAF43458,A/duck/Mongolia/583/02,2002--,Avian,H4N7,Mongolia
BAF43464,A/swan/Shimane/1331/1981,1981--,Avian,H10N6,Japan
ABN51121,A/Albany/19/1968,1968--,Human,H3N2,USA
BAE48684,A/duck/Mongolia/54/2001,2001--,Avian,H5N2,Mongolia
ABO52060,A/black duck/Maryland/415/2001,2001-08-30,Avian,H7N3,USA
ABP49195,A/Black Duck/Ohio/239/1986,1986-11-07,Avian,H11N9,USA
ABP49316,A/Albany/4836/1950,1950--,Human,H1N1,USA
ABQ97201,A/swine/Karrenzien/2/87,1987--,Swine,H3N2,Germany
ABR28570,A/swine/Tennessee/79/1977,1977--,Swine,H1N1,USA
ABU80210,A/swine/Tennessee/96/1977,1977--,Swine,H1N1,USA
ABU92612,A/Denmark/204/2005,2005--,Human,H3N2,Denmark
ABU99104,A/Duck/Vietnam/Hau Giang680F/2005,2005-12-17,Avian,H5N1,Viet Nam
ABV25634,A/swine/Iowa/15/1930,1930--,Swine,H1N1,USA
ABV31857,A/chicken/Guangxi/6/2000,2000--,Avian,H9N2,China
ABW37436,A/chicken/Egypt/R6/2007,2007-02-26,Avian,H5N1,Egypt
ABW73963,A/chicken/Yunnan/BaoShan3/2007,2007--,Avian,H9N2,China
ABY79011,A/chicken/Egypt/3046NAMRU3-CLEVB62/2007,2007--,Avian,H5N1,Egypt
ABY81459,A/equine/California/1/1980,1980--,Equine,H3N8,USA
ABY81850,A/chicken/Korea/LPM88/2006,2006--,Avian,H3N2,South Korea
ACA33696,A/Alaska/05/2007,2007-03-20,Human,H3N2,USA
ACA48198,A/duck/Yunnan/522/2004,2004--,Avian,H5N1,China
ACC61975,A/Tennessee/UR06-0236/2007,2007-02-12,Human,H1N1,USA
ACC69102,A/duck/Beijing/33/04,2004--,Avian,H3N8,China
ACD35872,A/turkey/North Carolina/353568/2005,2005--,Avian,H3N2,USA
ACD85253,A/Johannesburg/617/1967,1967--,Human,H2N2,South Africa
ACD85407,A/equine/Berlin/1/1989,1989--,Equine,H3N8,Germany
ACD85765,A/Oklahoma/03/2008,2008-02-20,Human,H1N1,USA
ACE73372,A/northern pintail/Alaska/44184-144/2006,2006-08-25,Avian,H5N9,USA
ACF25193,A/mallard/MN/99/2000,2000--,Avian,H3N6,USA
ACF36220,A/Hong Kong/CUHK13172/2001,2001-03-07,Human,H3N2,Hong Kong
ACF36310,A/Hong Kong/CUHK24510/2001,2001-07-15,Human,H3N2,Hong Kong
ACF49405,A/swine/Sichuan/01/2006,2006--,Swine,H3N2,China
ACH95462,A/chicken/Hebei/2/2002,2002-02-,Avian,H9N2,China
ACI32718,A/Hessen/4/2005,2005--,Human,H1N1,Germany
ACJ35217,A/chicken/Yunnan/YC12/2007,2007-09-,Avian,H9N2,China
ACJ68614,A/Xinjiang/1/2006,2006-07-02,Human,H5N1,China
BAH02110,A/swine/Udon Thani/NIAH464/2004,2004--,Swine,H3N2,Thailand
ACK43697,A/northern pintail/California/44221-608/2006,2006-09-08,Avian,H1N2,USA
ACN37867,A/ferret/Iowa/15828B/2008,2008-05-09,Ferret,H1N1,USA
ACN39321,A/mallard/Korea/GG2/2007,2007--,Avian,H7N7,South Korea
ACN39411,A/chicken/Henan/1362/2006,2006-12-30,Avian,H5N1,China
AAT12704,A/swine/Pingtung/199-2/2002,2002-11-29,Swine,H3N2,Taiwan
ACO07038,A/chicken/Vietnam/NCVD-03/2008,2008--,Avian,H5N1,Viet Nam
ACO53599,A/mallard/AB/431/2006,2006--,Avian,H3N8,Canada
ACO95153,A/Hong Kong/HKU21/2004,2004-06-19,Human,H3N2,Hong Kong
ACQ82901,A/American green-winged teal/Interior Alaska/4/2007,2007-09-07,Avian,H3N8,USA
ACQ83032,A/northern shoveler/California/AKS273/2007,2007-12-01,Avian,H8N4,USA
ACR48909,A/turkey/Israel/689/2008,2008-04-15,Avian,H9N2,Israel
ACR49185,A/duck/East Java/UT1046/2004,2004-03-12,Avian,H5N1,Indonesia
ACR56228,A/chicken/Egypt/0831-NLQP/2008,2008-01-10,Avian,H5N1,Egypt
ACR56274,A/spotbill duck/Xuyi/18/2005,2005-02-,Avian,H5N2,China
ACR58618,A/pink-footed goose/Netherlands/1/2006,2006--,Avian,H9N2,Netherlands
