name,strain,date,host,serotype,country
AFJ74633,A/Malaysia/23329/2002,2002-10-14,Human,"mixed,H1",Malaysia
AFJ75593,A/Malaysia/1918618/2007,2007-12-31,Human,H3N2,Malaysia
AFJ78122,A/Malaysia/1681079/2006,2006-11-24,Human,H3N2,Malaysia
AFJ78287,A/Malaysia/2205714/2009,2009-04-16,Human,H3N2,Malaysia
AFJ78430,A/Malaysia/32110/2005,2005-07-29,Human,H1N1,Malaysia
AFK10223,A/chicken/India/100071/2008,2008-03-15,Avian,H5N1,India
AFK13955,A/quail/Jiangsu/k0104/2010,2010-01-08,Avian,H5N5,China
AFK13966,A/goose/Shandong/k1204/2009,2009-12-16,Avian,H5N5,China
AFK14431,A/Scotland/Perth_09V502475/2009,2009-12-23,Human,H1N1,United Kingdom
AFK14595,A/Scotland/Glasgow_412286/2009,2009-06-03,Human,H1N1,United Kingdom
AFK73114,A/parrot/Guangdong/258/2004,2004-12-29,Avian,H5N2,China
AFK73124,A/parrot/Guangdong/C99/2005,2005-02-01,Avian,H5N1,China
AFK75136,A/northern shoveler/California/3185/2010,2010-11-27,Avian,"mixed,H4",USA
AFK75148,A/mallard/California/6720/2009,2009-10-25,Avian,H11N6,USA
AFK75166,A/environment/California/7451/2010,2010-02-28,Environment,H7N3,USA
AFK75199,A/mallard/California/1438/2010,2010-08-09,Avian,H2N3,USA
AFL56781,A/swine/Minnesota/A01076112/2010,2010-07-06,Swine,H1N1,USA
AFL56783,A/swine/Oklahoma/A01076169/2009,2009-11-01,Swine,H1N1,USA
AFL56792,A/swine/Indiana/A01076195/2010,2010-02-28,Swine,H1N1,USA
AFL56798,A/swine/North Carolina/A01076211/2010,2010-06-13,Swine,H1N1,USA
CCH23221,A/duck/Germany/113/1995,1995--,Avian,H9N2,Germany
AFM08880,A/ostrich/South Africa/AI2214/2011,2011-06-01,Avian,H5N2,South Africa
AFM08891,A/ostrich/South Africa/AI2114/2011,2011-03-03,Avian,H5N2,South Africa
AFM09058,A/spectacled eider/Alaska/44173-055/2006,2006-08-03,Avian,H3N8,USA
AFM09233,A/lesser snow goose/Alaska/44301-116/2007,2007-05-07,Avian,H2N3,USA
AFM46401,A/swine/Iowa/A01203331/2012,2012-03-08,Swine,H1N1,USA
AFM46516,A/swine/Iowa/A01049119/2010,2010-11-19,Swine,H3N2,USA
AFM46527,A/swine/Iowa/A01049525/2011,2011-02-08,Swine,H1N2,USA
AFM46535,A/swine/Iowa/A01202049/2011,2011-06-02,Swine,H1N1,USA
AFM46539,A/swine/Iowa/A01049020/2010,2010-11-16,Swine,"mixed,H1",USA
AFM46634,A/swine/Iowa/A01202086/2011,2011-06-16,Swine,H1N2,USA
AFM46643,A/swine/Oklahoma/A01202413/2011,2011-07-06,Swine,H1N2,USA
AFM46659,A/swine/Nebraska/A01202501/2011,2011-08-10,Swine,H1N2,USA
AFM46836,A/swine/Iowa/A01202718/2011,2011-10-19,Swine,H1N1,USA
AFM46866,A/swine/Iowa/A01202864/2011,2011-11-16,Swine,H1N1,USA
AFM46994,A/swine/Iowa/A01202888/2011,2011-11-18,Swine,H1N1,USA
AFM47004,A/swine/Colorado/A01203099/2011,2011-12-22,Swine,H1N1,USA
AFM47008,A/swine/Iowa/A01203121/2012,2012-01-05,Swine,H3N2,USA
AFM47012,A/swine/Iowa/A01203153/2012,2012-01-17,Swine,H1N2,USA
AFM47022,A/swine/Iowa/A01203248/2012,2012-02-09,Swine,H3N2,USA
AFM47165,A/swine/Guangdong/L21/2011,2011-02-27,Swine,H3N2,China
AFM72076,A/Leningrad/360/1986,1986--,Human,H3N2,Russia
AFM78562,A/Anas americana/New Mexico/A00757078/2009,2009-11-27,Avian,H6N1,USA
AFM83101,A/mallard/Sweden/103/2005,2005--,Avian,H2N9,Sweden
AFM93978,A/swine/South Dakota/3/2012,2012-06-,Swine,H3N2,USA
AFM93990,A/swine/Ohio/6/2012,2012-06-,Swine,H3N2,USA
AFN18139,A/Singapore/GP3621/2009,2009-09-08,Human,H1N1,Singapore
AFN18885,A/Singapore/ON2145/2009,2009-09-28,Human,H1N1,Singapore
AFN18974,A/Singapore/ON2318/2009,2009-11-17,Human,H1N1,Singapore
AFN19351,A/Singapore/EN122/2011,2011-04-11,Human,H3N2,Singapore
AFN19479,A/Singapore/GP1818/2011,2011-12-05,Human,H3N2,Singapore
AFN19495,A/Singapore/GP429/2011,2011-02-02,Human,H3N2,Singapore
AFN19647,A/Singapore/TT608/2011,2011-09-20,Human,H3N2,Singapore
AFN19665,A/Singapore/TT673/2011,2011-10-17,Human,H3N2,Singapore
AFN19686,A/Singapore/TT787/2011,2011-12-05,Human,H3N2,Singapore
AFN19922,A/Singapore/GP892/2011,2011-03-30,Human,H1N1,Singapore
AFN20081,A/Singapore/TT190/2011,2011-03-28,Human,H1N1,Singapore
AFN66855,A/swine/Iowa/A01203503/2012,2012-05-09,Swine,H3N2,USA
AFN87957,A/Guangdong/50/2011,2011-02-22,Human,H1N1,China
AFO38698,A/wild bird/Korea/A344-2/2009,2009-12-,Avian,H5N1,South Korea
AFO64802,A/Nanchang/16A/1999,1999--,Human,H1N1,China
AFO65016,A/Ostrava/801/1998,1998--,Human,H1N1,Czech Republic
AFO82822,A/chicken/Iran/AGH-B3/2012,2012-03-10,Avian,H9N2,Iran
AFO82944,A/swine/Nebraska/A01300032/2012,2012-06-12,Swine,H3N2,USA
AFO82958,A/duck/India/WB-NIV10736/2009,2009-12-17,Avian,H4N6,India
AFO82966,A/chicken/India/WB-NIV1057231/2010,2010-10-29,Avian,H9N2,India
AFO82997,A/swine/Iowa/A01203544/2012,2012-05-23,Swine,H1N1,USA
AFO83196,A/duck/Thailand/CU-9754C/2010,2010-12-22,Avian,H7N4,Thailand
AFO83278,A/chicken/Kuwait/9/2004,2004--,Avian,H9N2,Kuwait
AFO83282,A/chicken/Nepal/2490/2009,2009--,Avian,H9,Nepal
AFO83286,A/chicken/G-Karachi/2003,2003--,Avian,H9N2,Pakistan
AFO83440,A/duck/Guangxi/GXd-7/2011,2011-01-14,Avian,H6N6,China
AFP33325,A/England/192/2000,2000--,Human,H1N1,United Kingdom
AFP35186,A/Singapore/TT150/2010,2010-04-26,Human,H1N1,Singapore
AFP35954,A/Singapore/GP4353/2010,2010-10-22,Human,H1N1,Singapore
AFP99290,A/chicken/Iran/SS4/2009,2009-01-27,Avian,H9N2,Iran
AFP99294,A/chicken/Iran/SS8/2011,2011-02-06,Avian,H9N2,Iran
AFP99404,A/Singapore/C2009.518V/2009,2009-07-08,Human,H3N2,Singapore
AFP99856,A/chicken/Jilin/CBS/2010,2010--,Avian,H9N2,China
AFQ90437,A/chicken/Cao Bang/20/2007,2007--,Avian,H5N1,Viet Nam
AFQ90542,A/duck/Shanghai/28-1/2009,2009-03-01,Avian,H4N2,China
BAM37796,A/Tottori/ST514/2010,2010-12-,Human,H1N1,Japan
BAM37833,A/Tottori/ST640/2011,2011-02-,Human,H1N1,Japan
BAM37902,A/Tottori/YK008/2011,2011-01-,Human,H1N1,Japan
BAM37919,A/Tottori/YK046/2011,2011-02-,Human,H1N1,Japan
BAM37722,A/Tottori/ST359/2009,2009-12-,Human,H1N1,Japan
BAM37774,A/Tottori/ST494/2010,2010-01-,Human,H1N1,Japan
AFR60909,A/swine/Virginia/A01203711/2012,2012-08-01,Swine,H1N2,USA
AFR60959,A/wild duck/Jilin/HF/2011,2011-04-25,Avian,H5N1,China
AFR75914,A/swine/England/002295/2002,2002-12-04,Swine,H1N2,United Kingdom
AFR76071,A/swine/England/193667/1998,1998-03-04,Swine,H1N1,United Kingdom
AFR76162,A/swine/England/285393/1993,1993-04-21,Swine,H3N2,United Kingdom
AFR76173,A/swine/England/303/2009,2009-04-09,Swine,H1N2,United Kingdom
AFR76270,A/swine/England/425069/1994,1994-02-07,Swine,H3N2,United Kingdom
AFR76352,A/swine/England/612/2006,2006-07-21,Swine,H1N1,United Kingdom
AFR76449,A/swine/England/79851/1990,1990-06-17,Swine,H1N1,United Kingdom
AFR76481,A/swine/England/90591/1997,1997-02-10,Swine,H3N2,United Kingdom
AFR76582,A/swine/OMS/2112/1995,1995--,Swine,H1N1,France
AFR76656,A/swine/Italy/1513-1/1998,1998--,Swine,H1N1,Italy
AFR76667,A/swine/Italy/151672-3/2003,2003--,Swine,H1N1,Italy
AFR76707,A/swine/Italy/186678-2/2005,2005--,Swine,H1N1,Italy
AFR76739,A/swine/Italy/29313/2006,2006--,Swine,H1N1,Italy
AFR84784,A/England/XFL00364/2009,2009-05-08,Human,H1N1,United Kingdom
AFU08792,A/swine/Illinois/A01327396/2012,2012-04-05,Swine,H3N2,USA
AFU08816,A/swine/Illinois/A01328595/2012,2012-05-22,Swine,H1N2,USA
AFU08836,A/swine/Minnesota/A01328944/2012,2012-06-06,Swine,H1N2,USA
AFU08872,A/swine/Oklahoma/A01327668/2012,2012-04-19,Swine,H1N2,USA
AFU09052,A/swine/Minnesota/A01328420/2012,2012-05-14,Swine,H1N1,USA
AFU09058,A/swine/Italy/131916/2011,2011-05-30,Swine,H1N1,Italy
AFU09064,A/swine/Italy/302247/2011,2011-12-02,Swine,H1N2,Italy
AFU09520,A/Northern Ireland/04380108/2010,2010-10-24,Human,H1N1,United Kingdom
AFU09864,A/Tocantins/4641/2011,2011-10-19,Human,H3N2,Brazil
AFU10097,A/swine/Nebraska/A01240337/2011,2011-11-21,Swine,H3N2,USA
AFU10105,A/swine/Minnesota/A01240757/2011,2011-12-28,Swine,H1N1,USA
AFU10112,A/swine/Minnesota/A01240792/2012,2012-01-06,Swine,H3N2,USA
AFU10222,A/swine/Illinois/A01240629/2011,2011-12-19,Swine,H1N2,USA
AFU10296,A/baikal teal/Xianghai/426/2011,2011-10-,Avian,H5N2,China
AFU92370,A/swine/Nebraska/A01301855/2012,2012-09-04,Swine,H1N1,USA
AFU92382,A/swine/Iowa/A01301778/2012,2012-09-07,Swine,H1N2,USA
CCH50660,A/mallard/Norway/10_779/2009,2009--,Avian,H3N8,Norway
BAM63001,A/swine/Chachoengsao/NIAH107037-22/2011,2011-02-,Swine,H1N1,Thailand
AFV31539,A/Kentucky/180/2010,2010-04-01,Human,H1N1,USA
AFV33954,A/swine/Montana/21/2012,2012-09-14,Swine,H3N2,USA
AFV53314,A/Ann Arbor/6/1960,1960--,Human,H2N2,USA
AFV68532,A/chicken/Egypt/D4692A/2012,2012-02-04,Avian,H9N2,Egypt
AFW18446,A/chicken/Menofia/CAI39/2010,2010-03-03,Avian,H5N1,Egypt
AFW90085,A/swine/Minnesota/27/2012,2012-10-04,Swine,H1N1,USA
AFX65236,A/swine/Minnesota/A01267716/2012,2012-10-10,Swine,H1N2,USA
AFX65251,A/swine/North Carolina/A01270509/2012,2012-09-27,Swine,H1N2,USA
AFX65271,A/swine/Minnesota/A01270483/2012,2012-10-03,Swine,H1N1,USA
AFX65287,A/swine/Illinois/A01270461/2012,2012-10-03,Swine,H1N2,USA
AFX82093,A/swine/Minnesota/A01267845/2012,2012-10-17,Swine,H1N1,USA
AFX84846,A/mallard/Alberta/251/1991,1991-08-26,Avian,H11N9,Canada
AFX85011,A/mallard/Alberta/4/1994,1994-08-09,Avian,H6N8,Canada
AFX85788,A/mallard/Alberta/193/2000,2000-08-16,Avian,H11N9,Canada
AFX85953,A/shorebird/Delaware Bay/291/2005,2005-05-19,Avian,H11N8,USA
AFX85975,A/ruddy turnstone/Delaware Bay/118/2007,2007-05-22,Avian,"mixed,H6",USA
AFX85998,A/ruddy turnstone/Delaware Bay/173/2007,2007-05-23,Avian,H6N2,USA
AFX86009,A/shorebird/Delaware Bay/424/2007,2007-05-24,Avian,H13N9,USA
AFY06514,A/American black duck/New Brunswick/02491/2007,2007-09-17,Avian,H3N8,Canada
AFY07067,A/American black duck/New Brunswick/04388/2007,2007-08-16,Avian,H7N3,Canada
AFY08096,A/swine/Iowa/A01203918/2012,2012-10-,Swine,H1N2,USA
AFZ15823,A/swine/Iowa/A01432077/2012,2012-10-,Swine,H3N2,USA
AFZ15913,A/swine/SouthDakota/A01267928/2012,2012-10-24,Swine,H1N1,USA
AFZ77460,A/swine/Minnesota/A01279114/2012,2012-11-02,Swine,H1N1,USA
AGA19048,A/swine/Minnesota/A01277093/2012,2012-11-01,Swine,H1N1,USA
AGA19060,A/swine/Minnesota/A01271443/2012,2012-10-15,Swine,H3N2,USA
AGA19185,A/swine/Garrel/IDT14844/2012,2012-02-22,Swine,H1N2,Germany
AGA19235,A/swine/Neumarkt/IDT14179/2011,2011-11-09,Swine,H1N1,Germany
AGA19333,A/swine/South Dakota/A01267895/2012,2012-10-19,Swine,H1N1,USA
AGB07685,A/swine/Minnesota/A01279377/2012,2012-11-21,Swine,H3N2,USA
AGB08327,A/swine/France/56-120177/2012,2012-05-21,Swine,H1N2,France
AGB13210,A/Cologne/INS538/2011,2011-02-23,Human,H1N1,Germany
BAM74053,A/village chicken/Kyaing Tong/2433/2007,2007--,Avian,H5N1,Myanmar
AGB84833,A/swine/Finland/si723/2009,2009-02-03,Swine,H1N1,Finland
AGB84854,A/duck/Jiangsu/26/2004,2004-05-,Avian,H3N2,China
AGC13482,A/swine/Finistere/0181/2010,2010-08-02,Swine,H1N2,France
AGC13516,A/swine/Iowa/A01277915/2012,2012-11-26,Swine,H3N2,USA
AGC72994,A/mallard/Michigan/10OS1491/2010,2010-08-20,Avian,H4N6,USA
AGC73942,A/environment/Ohio/08OS1302/2008,2008-08-15,Environment,H4N3,USA
AGC96222,A/swine/Michigan/A01259002/2012,2012-10-22,Swine,H3N2,USA
AGC96233,A/mink/South Dakota/A01279427/2012,2012-11-13,Mink,H1N1,USA
AGC96349,A/swine/Iowa/A01432207/2012,2012-12-,Swine,H3N2,USA
AGC96381,A/swine/Minnesota/A01442415/2012,2012-05-15,Swine,H1N2,USA
AGC96417,A/swine/North Carolina/A01442548/2012,2012-11-20,Swine,H3N2,USA
CCP19648,A/duck/Italy/1447/2005,2005--,Avian,H1N1,Italy
AGD99794,A/mallard/Wisconsin/10OS1604/2010,2010-09-25,Avian,H5N2,USA
AGE00444,A/mallard/Wisconsin/10OS3868/2010,2010-11-13,Avian,"mixed,H4",USA
AGE00515,A/American green-winged teal/Mississippi/11OS98/2011,2011-01-08,Avian,"mixed,H5",USA
AGE02729,A/mallard/Wisconsin/10OS2889/2010,2010-10-03,Avian,H11N9,USA
AGE08668,A/northern shoveler/California/2815/2011,2011-10-29,Avian,H5N2,USA
AGE08954,A/mallard/California/2563P/2011,2011-08-12,Avian,H4N6,USA
AGE09210,A/northern shoveler/California/4020/2011,2011-01-05,Avian,H4N3,USA
BAM78384,A/swine/Mie/R02/2012,2012-01-19,Swine,H1N2,Japan
AGE83821,A/swine/Korea/CY03-18/2012,2012-03-27,Swine,H3N2,South Korea
AGE83982,A/swine/Korea/CY12-03/2011,2011-12-05,Swine,H1N2,South Korea
AGF37807,A/Arizona/M1/2012,2012-02-23,Human,H1N1,USA
AGF68642,A/Oregon/14/2009,2009-06-07,Human,H3N2,USA
AGF68671,A/Wisconsin/15/2009,2009-06-07,Human,H3N2,USA
AGF68698,A/Michigan/22/2009,2009-07-31,Human,H3N2,USA
AGF68750,A/Vermont/22/2009,2009-09-30,Human,H3N2,USA
AGF68924,A/swine/Minnesota/A01442408/2012,2012-02-13,Swine,H1N1,USA
AGF68979,A/swine/Wyoming/A01444562/2013,2013-01-13,Swine,H3N2,USA
AGF69083,A/swine/Indiana/A01260027/2012,2012-09-27,Swine,H1N1,USA
AGF69091,A/swine/Indiana/A01260165/2012,2012-12-07,Swine,H1N1,USA
AGG12495,A/mallard/Czech Republic/15902-18K/2009,2009-09-30,Avian,H6N9,Czech Republic
AGG13867,A/Texas/JMM_45/2012,2012-12-03,Human,H3N2,USA
AGG13915,A/Texas/JMM_49/2012,2012-12-06,Human,H3N2,USA
AGG13951,A/Texas/JMM_52/2012,2012-12-06,Human,H1N1,USA
AGG25419,A/mallard/Interior Alaska/10BM04618R0/2010,2010-07-18,Avian,H4N6,USA
AGG26123,A/American green-winged teal/Interior Alaska/10BM06728R0/2010,2010-07-30,Avian,H4N6,USA
AGG26650,A/ruddy turnstone/New Jersey/154/1990,1990-05-26,Avian,"mixed,H10",USA
AGG26746,A/mallard/Alberta/7/1995,1995-08-03,Avian,"mixed,H10",Canada
AGG27273,A/ruddy turnstone/Delaware Bay/161/1994,1994-05-22,Avian,"mixed,H11",USA
AGG28249,A/mallard/Alberta/150/2002,2002-07-02,Avian,H10N7,Canada
AGG28321,A/mallard/Alberta/276/2002,2002-07-08,Avian,H1N1,Canada
AGG28549,A/mallard/Alberta/152/2006,2006-08-03,Avian,H1N3,Canada
AGG28813,A/shorebird/Delaware Bay/271/2009,2009-05-20,Avian,H10N7,USA
AGG28873,A/shorebird/Delaware Bay/338/2009,2009-05-20,Avian,H10N1,USA
AGG52868,A/chicken/Bangladesh/12VIR-7140-4/2012,2012-01-10,Avian,H5N1,Bangladesh
AGG53068,A/swine/Thailand/CU-SPN65/2010,2010-11-17,Swine,H1N1,Thailand
AGG53088,A/swine/Thailand/CU-SPL4/2010,2010-08-10,Swine,H1N1,Thailand
AGG53388,A/wild duck/Korea/SH41-33/2011,2011-03-,Avian,H7N7,South Korea
AGG53509,A/wild duck/Korea/CSM27-12/2009,2009-02-,Avian,H7N6,South Korea
AGG53552,A/mallard/Korea/GJ62/2007,2007-11-,Avian,H7N2,South Korea
AGG81836,A/ring-billed gull/Quebec/G018/2010,2010-05-12,Avian,H1N3,Canada
AGG81896,A/lesser black-backed gull/Iceland/145/2010,2010-05-23,Avian,H11N2,Iceland
AGG82133,A/blue-winged teal/New Brunswick/00283/2010,2010-09-14,Avian,H3N8,Canada
AGG83559,A/American black duck/New Brunswick/00618/2010,2010-08-16,Avian,H3N6,Canada
AGG84126,A/American black duck/New Brunswick/00998/2010,2010-09-17,Avian,H12N6,Canada
AGG86724,A/chicken/Shandong/k0603/2010,2010-06-09,Avian,H5N1,China
AGG86746,A/swine/Indiana/A01260185/2013,2013-01-03,Swine,H3N2,USA
AGG86807,A/swine/Warendorf/IDT15018/2012,2012-03-19,Swine,H1N2,Germany
AGI02359,A/domestic green-winged teal/Hunan/2036/2007,2007-02-16,Avian,H3N6,China
AGI41015,A/environment/Bangladesh/12119/2011,2011-08-14,Environment,H9N2,Bangladesh
AGI41250,A/swine/Illinois/A01349041/2013,2013-02-25,Swine,H1N2,USA
AGI55587,A/duck/Shanghai/C163/2009,2009-11-04,Avian,H9N2,China
AGI55685,A/swine/Henan/Y1/2009,2009-07-02,Swine,H9N2,China
AGI55857,A/duck/Taiwan/DV1242/2009,2009-01-09,Avian,H5N2,Taiwan
AGI53326,A/Indiana/03/2010,2010-02-03,Human,H1N1,USA
AGI53597,A/Idaho/13/2009,2009-10-07,Human,H1N1,USA
AGI53619,A/Oregon/01/2010,2010-03-29,Human,H1N1,USA
AGI53854,A/Minnesota/18/2009,2009-11-05,Human,H1N1,USA
AGI53865,A/Iowa/14/2009,2009-12-07,Human,H1N1,USA
AGI54182,A/Tennessee/21/2009,2009-11-17,Human,H1N1,USA
AGI54378,A/Nebraska/18/2009,2009-09-08,Human,H1N1,USA
AGI65009,A/duck/AB/329/2006,2006-09-18,Avian,H5N9,Canada
AGI63903,A/swine/Minnesota/A01445762/2013,2013-02-21,Swine,H1N2,USA
BAN14735,A/swine/Saitama/01/2005,2005--,Swine,H1N2,Japan
BAN14741,A/swine/TienGiang/02-25-1/2011,2011-08-16,Swine,H1N1,Viet Nam
BAN15806,A/Japanese Quail/Vietnam/7/2009,2009-11-,Avian,H9N2,Viet Nam
AGJ73142,A/swine/Illinois/A01445725/2013,2013-02-20,Swine,H3N2,USA
AGK24237,A/swine/Thailand/CB144/2010,2010-07-20,Swine,H1N1,Thailand
AGK24377,A/swine/Thailand/UD401/2009,2009-09-04,Swine,H1N1,Thailand
AGK41399,A/mallard/Minnesota/182718/1998,1998-09-01,Avian,H6N2,USA
AGK41585,A/mallard/Minnesota/355777/2000,2000--,Avian,H6N2,USA
AGK41597,A/mallard/Minnesota/346229/2000,2000--,Avian,H11N9,USA
AGK41648,A/northern pintail/Texas/828189/2002,2002--,Avian,H6N1,USA
AGK41660,A/northern pintail/Texas/828190/2002,2002--,Avian,"mixed,H6",USA
AGK41794,A/mallard/Minnesota/Sg-00571/2008,2008-08-03,Avian,"mixed,H3",USA
AGK42082,A/mallard/Minnesota/Sg-00782/2008,2008-08-02,Avian,H2N3,USA
AGK42337,A/blue-winged teal/North Dakota/Sg-00735/2008,2008-09-05,Avian,H1N1,USA
AGK43025,A/mallard/Minnesota/AI09-3302/2009,2009-09-09,Avian,H11N9,USA
AGK43037,A/mallard/Minnesota/AI09-3353/2009,2009-09-09,Avian,H2N9,USA
AGK43273,A/lesser scaup/Louisiana/AI09-5204/2009,2009-11-14,Avian,H6N8,USA
AGK43507,A/mallard/Minnesota/AI10-2762/2010,2010-09-01,Avian,H11N9,USA
AGK62452,A/chicken/Henan/HF/2012,2012-12-03,Avian,H9N2,China
AGK62455,A/chicken/Guangdong/ZW/2012,2012-11-03,Avian,H9N2,China
AGK62699,A/swine/Iowa/A01379090/2013,2013-03-20,Swine,H1N2,USA
AGK63005,A/Tehran/817/2012,2012-01-16,Human,H3N2,Iran
AGK63019,A/Alborz/927/2012,2012-01-18,Human,H3N2,Iran
AGK63035,A/Alborz/1095/2012,2012-01-24,Human,H3N2,Iran
AGK72981,A/Indiana/06/2010,2010-07-29,Human,H1N1,USA
AGK73653,A/New Jersey/04/2011,2011-02-03,Human,H3N2,USA
AGK74034,A/Wisconsin/31/2010,2010-12-28,Human,H3N2,USA
AGK74053,A/Illinois/01/2011,2011-01-04,Human,H3N2,USA
AGK74374,A/Texas/05/2011,2011-02-08,Human,H3N2,USA
AGK74433,A/New Hampshire/06/2011,2011-03-01,Human,H3N2,USA
AGK74444,A/Vermont/14/2011,2011-03-06,Human,H3N2,USA
AGK74486,A/Delaware/10/2011,2011-04-11,Human,H3N2,USA
AGK74866,A/Kansas/08/2011,2011-03-29,Human,H3N2,USA
AGL04129,A/common murre/Newfoundland/AB324/2011,2011-07-21,Avian,H1N2,Canada
AGL04316,A/swine/Denmark/12245/2004,2004--,Swine,H1N1,Denmark
AGL04349,A/swine/Denmark/13608/2004,2004--,Swine,H1N2,Denmark
AGL04365,A/swine/Denmark/14348-9/2003,2003--,Swine,H3N2,Denmark
AGL04374,A/swine/Denmark/10501//2004,2004--,Swine,H1N2,Denmark
AGL04653,A/Maryland/21/2012,2012-07-12,Human,H1N1,USA
AGL04920,A/California/24/2011,2011-09-15,Human,H1N1,USA
AGL06095,A/Hawaii/22/2012,2012-07-09,Human,H3N2,USA
AGL06235,A/Florida/29/2011,2011-10-20,Human,H3N2,USA
AGL06914,A/Indiana/05/2012,2012-05-14,Human,H3N2,USA
AGL06945,A/California/01/2012,2012-01-04,Human,H3N2,USA
AGL07048,A/Nevada/16/2012,2012-03-02,Human,H3N2,USA
AGL07169,A/Oregon/12/2011,2011-11-11,Human,H3N2,USA
AGL07219,A/Minnesota/18/2011,2011-10-02,Human,H3N2,USA
AGL07245,A/Texas/10/2012,2012-01-16,Human,H3N2,USA
AGL07251,A/Ohio/02/2012,2012-03-08,Human,H3N2,USA
AGL07471,A/swine/France/53-130065/2013,2013-01-23,Swine,H1N1,France
AGL07473,A/swine/France/29-110307/2011,2011-06-23,Swine,H1N1,France
AGL07673,A/swine/Minnesota/A01349658/2013,2013-04-03,Swine,H3N2,USA
AGL07686,A/chicken/Jiangsu/QF/2011,2011-12-01,Avian,H9N2,China
AGL09793,A/New York/3227/2012,2012-12-13,Human,H3N2,USA
AGL51126,A/chicken/Guangdong/LG1/2013,2013-01-,Avian,H9N2,China
AGL51640,A/swine/Illinois/A01158947/2012,2012-12-28,Swine,H1N2,USA
AGL55990,A/northern shoveler/Interior Alaska/9BM12314R0/2009,2009-09-02,Avian,H4N6,USA
AGL56412,A/American green-winged teal/Interior Alaska/9BM12714R1/2009,2009-09-06,Avian,H3N8,USA
AGL56880,A/mallard/Interior Alaska/10CH00021R0/2010,2010-09-04,Avian,H4N6,USA
AGL57511,A/herring gull/New York/AI00-532/2000,2000-06-01,Avian,H16N3,USA
AGL57621,A/ruddy turnstone/Delaware/828199/2001,2001--,Avian,H12N7,USA
AGL57705,A/red knot/Delaware/650665/2002,2002-05-28,Avian,H7N3,USA
AGL57766,A/ruddy turnstone/Delaware/650612/2002,2002-05-30,Avian,H11N3,USA
AGL58689,A/ruddy turnstone/New Jersey/Sg-00482/2008,2008-05-10,Avian,H6N8,USA
AGL58957,A/ruddy turnstone/New Jersey/Sg-00513/2008,2008-05-28,Avian,H3N2,USA
AGL59210,A/ruddy turnstone/Delaware/Sg-00538/2008,2008-05-31,Avian,H1N5,USA
AGL59539,A/red knot/New Jersey/Sg-00483/2008,2008-05-20,Avian,H12N5,USA
AGL60074,A/ruddy turnstone/New Jersey/AI09-169/2009,2009-05-08,Avian,H11N8,USA
AGL60654,A/ruddy turnstone/New Jersey/AI09-1144/2009,2009-05-30,Avian,H11N9,USA
AGL74758,A/chicken/Jiangsu/RD5/2013,2013-03-,Avian,H10N9,China
AGL96846,A/chicken/Bangladesh/VP01/2006,2006-09-,Avian,H9N2,Bangladesh
AGM16031,A/swine/North Carolina/A01432660/2013,2013-04-,Swine,H1N2,USA
AGM16034,A/Tunisia/2494/2013,2013-01-29,Human,H3N2,Tunisia
AGM53494,A/swine/Nebraska/9330/2006,2006--,Swine,H3N2,USA
AGM53497,A/swine/Iowa/11333/2006,2006--,Swine,H3N2,USA
AGM53704,A/Lebanon/11L013/2011,2011-07-18,Human,H3N2,Lebanon
CCQ71983,A/swine/Spain/80598-LP4/2007,2007--,Swine,H1N2,Spain
AGN49414,A/chicken/Guangxi/GXc-1/2011,2011-02-17,Avian,H1N2,China
AGN49436,A/Singapore/C2009.485a/2009,2009-06-26,Human,H3N2,Singapore
AGN69462,A/Wuxi/2/2013,2013-03-31,Human,H7N9,China
AGN69617,A/swine/Iowa/A01432731/2013,2013-05-,Swine,H3N2,USA
AGN69801,A/chicken/Pakistan/NARC-28842/2011,2011-10-10,Avian,H4N6,Pakistan
AGO02398,A/Para/117896/2012,2012-03-25,Human,H1N1,Brazil
AGO17616,A/mallard/Finland/13792/2007,2007--,Avian,H6N8,Finland
AGO17632,A/mallard/Finland/11237/2007,2007--,Avian,H3N8,Finland
AGO17883,A/duck/Hong Kong/Y439/1997,1997--,Avian,H9N2,Hong Kong
AGO17944,A/stone curlew/United Arab Emirates/1147/2005,2005--,Avian,H9N2,United Arab Emirates
AGO17960,A/turkey/Minnesota/511/1978,1978--,Avian,H9N2,USA
AGO17966,A/chicken/Pakistan/2/1999,1999--,Avian,H9N2,Pakistan
AGO18221,A/swine/Indiana/A01260261/2013,2013-03-29,Swine,H3N2,USA
AGO87135,A/duck/Hunan/S1661/2012,2012-03-24,Avian,H6N6,China
AGO87147,A/duck/Hunan/S1824/2012,2012-03-24,Avian,H3N8,China
AGO87351,A/environment/Hunan/S4484/2011,2011-11-13,Environment,H12N7,China
BAN59726,A/duck/Mongolia/147/2008,2008-08-29,Avian,H7N9,Mongolia
BAN62867,A/chicken/Tainan/V156/1999,1999--,Avian,H6N1,Taiwan
AGQ47764,A/Fort Monmouth/1-JY2/1947,1947--,Human,H1N1,USA
AGQ80997,A/duck/Jiangxi/1717/2003,2003--,Avian,H7N7,China
AGQ81099,A/chicken/Hong Kong/YSC82/2008,2008--,Avian,H9N2,Hong Kong
AGQ81124,A/chicken/Hong Kong/CRA45/2010,2010--,Avian,H9N2,Hong Kong
AGQ81135,A/chicken/Hong Kong/TSTB32W/2011,2011--,Avian,H9N2,Hong Kong
